0.01,500,2000,248791_at,264500_at,252306_at,261181_at,245371_at,254336_at,260990_at,258116_at,264934_at,267218_at,258130_at,263988_at,257943_at,267198_at,248405_at,262726_at,253724_at,245892_at,259844_at,255073_at,246889_at,248593_at,264610_at,253463_at,257934_at,250083_at,245624_at,245560_at,261533_at,254394_at,265091_s_at,250794_at,257944_at,267620_at,254146_at,258590_at,253433_s_at,248297_at,246966_at,257438_at,258352_at,251674_at,246466_at,259107_at,248022_at,247697_at,247785_at,247796_at,249241_at,256773_at,256645_at,245467_at,262103_at,253346_at,248830_at
0.01,750,100,248791_at,264500_at,245371_at,261181_at,254336_at,252306_at,260990_at,267218_at,258130_at,248405_at,264934_at,258116_at,267198_at,257943_at,263988_at,245892_at,262726_at,264610_at,246889_at,253724_at,259844_at,245560_at,265091_s_at,250083_at,250794_at,267620_at,245624_at,255073_at,261533_at,248593_at,258590_at,248297_at,258352_at,246966_at,254146_at,254394_at,253463_at,257944_at,257934_at,253433_s_at,247796_at,259107_at,246466_at,248022_at,262545_at,247697_at,247785_at,250026_at,256773_at,249502_s_at,251674_at,254791_at,258342_at,261848_at,249241_at
0.01,750,250,264500_at,248791_at,261181_at,252306_at,254336_at,245371_at,260990_at,267218_at,258116_at,267198_at,264934_at,263988_at,248405_at,257943_at,259844_at,253724_at,258130_at,245892_at,262726_at,264610_at,245560_at,250083_at,261533_at,250794_at,246889_at,245624_at,267620_at,265091_s_at,258590_at,257934_at,255073_at,253463_at,254146_at,258352_at,246966_at,257944_at,254394_at,248593_at,259107_at,247697_at,246466_at,253433_s_at,247785_at,256773_at,248022_at,247796_at,248297_at,262103_at,254791_at,262545_at,249502_s_at,258342_at,251674_at,257878_at,249241_at
0.01,750,500,264500_at,248791_at,261181_at,245371_at,254336_at,252306_at,260990_at,267218_at,264934_at,258116_at,258130_at,248405_at,267198_at,263988_at,257943_at,259844_at,264610_at,253724_at,262726_at,245892_at,245560_at,250794_at,250083_at,267620_at,255073_at,265091_s_at,245624_at,246889_at,261533_at,254146_at,258590_at,253463_at,246966_at,248593_at,258352_at,257934_at,257944_at,247785_at,247697_at,253433_s_at,259107_at,246466_at,254394_at,248297_at,247796_at,256773_at,248022_at,262545_at,251674_at,249502_s_at,254791_at,262103_at,249241_at,257878_at,256985_at
0.01,750,1000,264500_at,248791_at,261181_at,245371_at,254336_at,252306_at,267218_at,260990_at,264934_at,258116_at,248405_at,263988_at,258130_at,257943_at,267198_at,253724_at,259844_at,245892_at,262726_at,264610_at,245560_at,250083_at,250794_at,245624_at,261533_at,265091_s_at,246889_at,267620_at,258590_at,255073_at,257934_at,253463_at,246966_at,254146_at,258352_at,257944_at,248593_at,254394_at,246466_at,253433_s_at,247697_at,247785_at,248297_at,259107_at,248022_at,247796_at,256773_at,262103_at,249502_s_at,262545_at,251674_at,254791_at,257878_at,258342_at,248764_at
0.01,750,1500,248791_at,264500_at,261181_at,245371_at,254336_at,252306_at,260990_at,267218_at,264934_at,258116_at,248405_at,263988_at,257943_at,267198_at,258130_at,253724_at,259844_at,262726_at,245892_at,264610_at,245560_at,250083_at,250794_at,267620_at,245624_at,261533_at,265091_s_at,246889_at,258590_at,255073_at,253463_at,257934_at,248593_at,254146_at,258352_at,246966_at,257944_at,247697_at,254394_at,246466_at,247785_at,253433_s_at,259107_at,256773_at,248297_at,247796_at,248022_at,251674_at,249502_s_at,262103_at,262545_at,254791_at,258342_at,257878_at,250026_at
0.01,750,2000,264500_at,248791_at,261181_at,245371_at,254336_at,260990_at,252306_at,267218_at,258116_at,264934_at,248405_at,263988_at,267198_at,258130_at,257943_at,245892_at,259844_at,253724_at,262726_at,264610_at,250083_at,245560_at,250794_at,245624_at,261533_at,267620_at,265091_s_at,246889_at,255073_at,253463_at,258590_at,257934_at,248593_at,254146_at,258352_at,246966_at,257944_at,254394_at,247697_at,253433_s_at,247785_at,246466_at,259107_at,247796_at,256773_at,248022_at,248297_at,249502_s_at,262103_at,251674_at,262545_at,254791_at,257878_at,258342_at,257438_at
0.01,1000,100,264500_at,261181_at,248791_at,254336_at,245371_at,267218_at,260990_at,248405_at,264934_at,258116_at,267198_at,257943_at,258130_at,252306_at,263988_at,245560_at,245892_at,267620_at,250794_at,250083_at,259844_at,258590_at,262726_at,264610_at,254146_at,265091_s_at,245624_at,257944_at,246966_at,253724_at,258352_at,253463_at,261533_at,246889_at,257934_at,246466_at,247796_at,247785_at,255073_at,254394_at,247697_at,259107_at,256773_at,253433_s_at,262545_at,248297_at,248022_at,248593_at,262103_at,249502_s_at,257878_at,254791_at,247262_at,256985_at,248764_at
0.01,1000,250,248791_at,264500_at,261181_at,254336_at,245371_at,267218_at,260990_at,252306_at,248405_at,257943_at,258116_at,258130_at,267198_at,264934_at,263988_at,245560_at,245892_at,250794_at,250083_at,262726_at,245624_at,259844_at,264610_at,267620_at,258590_at,265091_s_at,253724_at,254146_at,261533_at,246966_at,258352_at,246889_at,246466_at,255073_at,257934_at,254394_at,247697_at,257944_at,253463_at,248593_at,247785_at,256773_at,259107_at,248297_at,247796_at,262545_at,254791_at,253433_s_at,249502_s_at,248022_at,262103_at,251674_at,247262_at,248764_at,257878_at
0.01,1000,500,264500_at,261181_at,248791_at,254336_at,245371_at,267218_at,260990_at,248405_at,264934_at,252306_at,258116_at,257943_at,263988_at,267198_at,258130_at,245560_at,250794_at,245892_at,250083_at,259844_at,262726_at,264610_at,267620_at,265091_s_at,258590_at,253724_at,245624_at,261533_at,254146_at,246889_at,246966_at,258352_at,255073_at,253463_at,257934_at,257944_at,248593_at,247697_at,247785_at,253433_s_at,259107_at,256773_at,246466_at,247796_at,254394_at,262545_at,254791_at,248297_at,248022_at,262103_at,257878_at,249502_s_at,258342_at,247262_at,248764_at
0.01,1000,1000,264500_at,261181_at,248791_at,254336_at,267218_at,245371_at,260990_at,264934_at,248405_at,258116_at,263988_at,252306_at,257943_at,267198_at,250083_at,258130_at,245560_at,250794_at,245892_at,262726_at,267620_at,259844_at,253724_at,258590_at,245624_at,265091_s_at,264610_at,261533_at,246889_at,246966_at,254146_at,258352_at,255073_at,257934_at,247697_at,257944_at,247785_at,253463_at,248593_at,259107_at,253433_s_at,256773_at,254394_at,246466_at,248297_at,262545_at,247796_at,254791_at,248022_at,262103_at,257878_at,249502_s_at,247262_at,251674_at,249063_at
0.01,1000,1500,264500_at,248791_at,261181_at,254336_at,245371_at,267218_at,260990_at,248405_at,264934_at,252306_at,258116_at,257943_at,267198_at,263988_at,258130_at,245560_at,245892_at,250794_at,259844_at,250083_at,267620_at,245624_at,262726_at,253724_at,258590_at,264610_at,265091_s_at,261533_at,246966_at,254146_at,246889_at,258352_at,257934_at,255073_at,247697_at,257944_at,253463_at,248593_at,254394_at,246466_at,247785_at,253433_s_at,259107_at,247796_at,256773_at,248297_at,262545_at,254791_at,262103_at,248022_at,249502_s_at,257878_at,247262_at,251674_at,249063_at
0.01,1000,2000,264500_at,261181_at,248791_at,254336_at,245371_at,267218_at,260990_at,264934_at,248405_at,258116_at,252306_at,257943_at,263988_at,258130_at,267198_at,245892_at,245560_at,250794_at,250083_at,267620_at,259844_at,262726_at,264610_at,245624_at,253724_at,265091_s_at,258590_at,261533_at,246966_at,254146_at,246889_at,258352_at,255073_at,257934_at,247697_at,253463_at,257944_at,247785_at,246466_at,259107_at,256773_at,254394_at,248593_at,253433_s_at,248297_at,254791_at,248022_at,247796_at,249502_s_at,262103_at,262545_at,247262_at,257878_at,249063_at,258342_at
0.01,1250,100,264500_at,261181_at,267218_at,248791_at,254336_at,245371_at,248405_at,260990_at,263988_at,245560_at,250794_at,267620_at,257943_at,259844_at,264934_at,252306_at,250083_at,258590_at,245624_at,261533_at,264610_at,258116_at,258130_at,253724_at,267198_at,265091_s_at,245892_at,262726_at,246966_at,258352_at,254146_at,255073_at,246889_at,247697_at,248297_at,253433_s_at,259107_at,247796_at,247785_at,257934_at,253463_at,249502_s_at,257944_at,246466_at,249063_at,262545_at,254791_at,248593_at,258342_at,262103_at,254394_at,256773_at,257878_at,247262_at,254786_at
0.01,1250,250,264500_at,261181_at,248791_at,254336_at,267218_at,245371_at,260990_at,248405_at,264934_at,245560_at,257943_at,250794_at,263988_at,267620_at,250083_at,267198_at,258590_at,258116_at,265091_s_at,259844_at,245892_at,245624_at,262726_at,246966_at,258130_at,261533_at,254146_at,264610_at,258352_at,252306_at,253724_at,246889_at,247697_at,246466_at,247785_at,257934_at,255073_at,259107_at,253463_at,248297_at,256773_at,262545_at,257944_at,254791_at,248593_at,253433_s_at,262103_at,257878_at,254394_at,249502_s_at,249063_at,247262_at,248022_at,247796_at,258342_at
0.01,1250,500,264500_at,261181_at,248791_at,267218_at,245371_at,254336_at,260990_at,248405_at,264934_at,257943_at,245560_at,258116_at,250794_at,263988_at,250083_at,267620_at,258590_at,258130_at,245624_at,259844_at,265091_s_at,252306_at,245892_at,267198_at,262726_at,264610_at,246966_at,254146_at,261533_at,258352_at,253724_at,246889_at,257934_at,257944_at,247697_at,255073_at,246466_at,256773_at,248593_at,247785_at,262545_at,254791_at,254394_at,248297_at,259107_at,253433_s_at,247796_at,253463_at,248022_at,249502_s_at,262103_at,247262_at,257878_at,249063_at,256985_at
0.01,1250,1000,264500_at,261181_at,248791_at,267218_at,254336_at,245371_at,260990_at,248405_at,245560_at,250794_at,263988_at,264934_at,267620_at,257943_at,258116_at,267198_at,265091_s_at,258590_at,250083_at,245892_at,245624_at,259844_at,252306_at,258130_at,264610_at,246966_at,253724_at,262726_at,254146_at,261533_at,258352_at,246889_at,257934_at,255073_at,247697_at,247785_at,257944_at,259107_at,256773_at,246466_at,248593_at,254394_at,253433_s_at,254791_at,262545_at,247796_at,248297_at,253463_at,262103_at,247262_at,248022_at,249502_s_at,257878_at,249063_at,258342_at
0.01,1250,1500,264500_at,261181_at,248791_at,267218_at,254336_at,245371_at,260990_at,248405_at,245560_at,264934_at,250794_at,257943_at,267620_at,263988_at,258116_at,250083_at,267198_at,245892_at,258590_at,265091_s_at,245624_at,258130_at,259844_at,264610_at,261533_at,262726_at,246966_at,252306_at,253724_at,254146_at,258352_at,246889_at,257934_at,247697_at,247785_at,255073_at,259107_at,257944_at,246466_at,256773_at,254394_at,253463_at,253433_s_at,248593_at,248297_at,262545_at,254791_at,247796_at,248022_at,262103_at,249502_s_at,247262_at,257878_at,249063_at,258342_at
0.01,1250,2000,264500_at,261181_at,248791_at,267218_at,254336_at,245371_at,260990_at,248405_at,264934_at,257943_at,245560_at,250794_at,258116_at,267620_at,263988_at,245892_at,258590_at,250083_at,267198_at,265091_s_at,259844_at,245624_at,252306_at,258130_at,264610_at,262726_at,246966_at,254146_at,253724_at,261533_at,258352_at,246889_at,247697_at,257934_at,257944_at,255073_at,247785_at,256773_at,246466_at,259107_at,254394_at,254791_at,248593_at,262545_at,253433_s_at,248297_at,253463_at,248022_at,247796_at,247262_at,257878_at,262103_at,249502_s_at,249063_at,258342_at
0.01,1500,100,264500_at,261181_at,267218_at,248791_at,248405_at,254336_at,260990_at,245371_at,245560_at,250794_at,267620_at,250083_at,245892_at,265091_s_at,258590_at,264934_at,245624_at,259844_at,257943_at,261533_at,246966_at,258352_at,264610_at,258116_at,263988_at,267198_at,258130_at,254146_at,262726_at,255073_at,247697_at,257944_at,257934_at,253724_at,246466_at,248297_at,262545_at,248022_at,252306_at,246889_at,253433_s_at,249063_at,259107_at,254394_at,247785_at,257878_at,247796_at,253463_at,254791_at,248593_at,256773_at,248764_at,249502_s_at,254786_at,247262_at
0.01,1500,250,264500_at,261181_at,267218_at,248791_at,254336_at,245371_at,248405_at,260990_at,245560_at,250794_at,267620_at,258116_at,258590_at,264934_at,250083_at,265091_s_at,257943_at,245624_at,245892_at,263988_at,259844_at,246966_at,254146_at,267198_at,262726_at,253724_at,264610_at,261533_at,258352_at,247697_at,258130_at,252306_at,246889_at,247785_at,257944_at,246466_at,262545_at,259107_at,254791_at,255073_at,253433_s_at,257934_at,256773_at,247262_at,248593_at,248297_at,254394_at,253463_at,262103_at,248022_at,257878_at,249502_s_at,258342_at,254786_at,249063_at
0.01,1500,500,264500_at,261181_at,254336_at,267218_at,248791_at,245371_at,248405_at,260990_at,250794_at,245560_at,258590_at,267620_at,250083_at,264934_at,263988_at,265091_s_at,245624_at,245892_at,257943_at,259844_at,246966_at,253724_at,258116_at,254146_at,261533_at,264610_at,267198_at,258352_at,262726_at,258130_at,252306_at,247697_at,246889_at,247785_at,257934_at,259107_at,256773_at,248297_at,257944_at,246466_at,254394_at,262545_at,253433_s_at,254791_at,255073_at,247262_at,253463_at,257878_at,249063_at,249502_s_at,248593_at,248022_at,247796_at,254786_at,262103_at
0.01,1500,1000,261181_at,264500_at,254336_at,267218_at,248791_at,245371_at,260990_at,248405_at,245560_at,250794_at,267620_at,258590_at,257943_at,264934_at,245624_at,265091_s_at,245892_at,250083_at,259844_at,258116_at,246966_at,263988_at,267198_at,254146_at,262726_at,264610_at,261533_at,258352_at,253724_at,258130_at,246889_at,252306_at,247785_at,257934_at,247697_at,257944_at,262545_at,255073_at,259107_at,256773_at,246466_at,254791_at,254394_at,248593_at,253463_at,247262_at,248297_at,253433_s_at,249063_at,248022_at,262103_at,247796_at,257878_at,249502_s_at,254786_at
0.01,1500,1500,264500_at,261181_at,248791_at,267218_at,254336_at,245371_at,248405_at,260990_at,245560_at,250794_at,267620_at,258590_at,265091_s_at,250083_at,264934_at,257943_at,245624_at,245892_at,263988_at,259844_at,258116_at,246966_at,262726_at,254146_at,264610_at,267198_at,258130_at,258352_at,261533_at,253724_at,252306_at,246889_at,247785_at,247697_at,257944_at,246466_at,259107_at,257934_at,256773_at,262545_at,248297_at,254791_at,255073_at,254394_at,253433_s_at,248593_at,253463_at,247262_at,249063_at,247796_at,257878_at,248022_at,249502_s_at,254786_at,262103_at
0.01,1500,2000,264500_at,261181_at,267218_at,254336_at,248791_at,245371_at,248405_at,260990_at,245560_at,250794_at,267620_at,258590_at,250083_at,245624_at,265091_s_at,264934_at,257943_at,245892_at,259844_at,263988_at,246966_at,258116_at,264610_at,267198_at,254146_at,261533_at,253724_at,262726_at,258352_at,258130_at,252306_at,246889_at,247697_at,247785_at,259107_at,256773_at,257934_at,257944_at,246466_at,262545_at,254791_at,248297_at,255073_at,253433_s_at,248593_at,254394_at,253463_at,247262_at,247796_at,248022_at,249502_s_at,262103_at,249063_at,257878_at,254786_at
